trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.25, 'e': 0.6328638290270813}",25,0,-56.63379067879713,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
184,False,"{'a': 0.25, 'e': 0.631283645506926}",20,0,-23.617989445906773,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
185,False,"{'a': 0.25, 'e': 0.62970740751161}",25,0,-111.91012997516992,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
186,False,"{'a': 0.25, 'e': 0.6281351051896408}",25,0,-20.574696208602916,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
187,False,"{'a': 0.25, 'e': 0.6265667287141238}",25,0,-69.60880567466964,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
188,False,"{'a': 0.25, 'e': 0.6250022682827008}",20,15,-33.66488554380762,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.25, 'e': 0.623441714117489}",20,0,-39.08152037426597,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
190,False,"{'a': 0.25, 'e': 0.62188505646502}",20,13,-12.819899757737971,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.25, 'e': 0.6203322855961783}",30,0,-60.922917098384836,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
192,False,"{'a': 0.25, 'e': 0.6187833918061408}",30,12,-2.1520448065651463,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.25, 'e': 0.6172383654143164}",25,0,-151.6050336083464,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
194,False,"{'a': 0.25, 'e': 0.6156971967642851}",25,0,-85.92767242768073,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",1
195,False,"{'a': 0.25, 'e': 0.6141598762237378}",25,0,-53.86546465193131,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
196,False,"{'a': 0.25, 'e': 0.6126263941844161}",20,7,-43.69020439992087,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
197,False,"{'a': 0.25, 'e': 0.6110967410620523}",20,6,-113.22013831198466,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 2}",1
198,False,"{'a': 0.25, 'e': 0.6095709072963093}",25,0,-51.64084244760769,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
199,False,"{'a': 0.25, 'e': 0.6080488833507213}",20,4,-12.028487014338065,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.25, 'e': 0.6065306597126334}",25,0,-104.91706978456585,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
201,False,"{'a': 0.25, 'e': 0.6050162268931432}",25,5,-12.933227069293597,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
202,False,"{'a': 0.25, 'e': 0.6035055754270405}",25,11,-40.103565220229655,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
203,False,"{'a': 0.25, 'e': 0.6019986958727488}",20,0,-117.95147309156508,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
204,False,"{'a': 0.25, 'e': 0.6004955788122659}",20,0,6.0151544909898735,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.25, 'e': 0.5989962148511054}",25,0,-27.271924001579265,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
206,False,"{'a': 0.25, 'e': 0.5975005946182375}",25,12,-42.77384429039951,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
207,False,"{'a': 0.25, 'e': 0.596008708766031}",25,0,-47.94847639816979,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
208,False,"{'a': 0.25, 'e': 0.5945205479701944}",25,10,-24.572950914177262,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
209,False,"{'a': 0.25, 'e': 0.5930361029297179}",20,9,-1.9695791011514754,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.25, 'e': 0.5915553643668151}",25,0,-204.6734442473462,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 5}",0
211,False,"{'a': 0.25, 'e': 0.5900783230268652}",25,0,7.260064430086137,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
212,False,"{'a': 0.25, 'e': 0.5886049696783552}",25,0,-110.45205313040537,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
213,False,"{'a': 0.25, 'e': 0.5871352951128217}",25,14,-17.791321603516423,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
214,False,"{'a': 0.25, 'e': 0.5856692901447937}",20,10,-21.768670974156503,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
215,False,"{'a': 0.25, 'e': 0.5842069456117358}",20,0,-67.31418388316185,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
216,False,"{'a': 0.25, 'e': 0.5827482523739896}",20,3,2.814591837230019,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.25, 'e': 0.5812932013147178}",25,0,-83.12001824506845,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
218,False,"{'a': 0.25, 'e': 0.5798417833398464}",20,10,-27.49950248111494,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
219,False,"{'a': 0.25, 'e': 0.5783939893780083}",20,0,-52.18388239384385,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
220,False,"{'a': 0.25, 'e': 0.5769498103804866}",25,0,-66.0732265940283,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
221,False,"{'a': 0.25, 'e': 0.575509237321158}",20,0,-11.48309712257919,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
222,False,"{'a': 0.25, 'e': 0.574072261196436}",25,16,-9.638549130495365,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.25, 'e': 0.5726388730252152}",20,0,-38.287757862298804,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
224,False,"{'a': 0.25, 'e': 0.5712090638488149}",25,8,-49.651776340240794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
225,False,"{'a': 0.25, 'e': 0.569782824730923}",20,0,-68.37683019056492,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
226,False,"{'a': 0.25, 'e': 0.5683601467575404}",25,17,1.6051595161383916,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.25, 'e': 0.5669410210369252}",25,5,-32.40361165798786,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
228,False,"{'a': 0.25, 'e': 0.5655254386995371}",25,0,-37.29280219641111,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
229,False,"{'a': 0.25, 'e': 0.5641133908979816}",25,0,-37.87183878076704,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
230,False,"{'a': 0.25, 'e': 0.5627048688069557}",20,0,-60.410657205382584,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
231,False,"{'a': 0.25, 'e': 0.5612998636231915}",20,0,-97.21362133154884,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
232,False,"{'a': 0.25, 'e': 0.559898366565402}",25,11,-71.41738023985667,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
233,False,"{'a': 0.25, 'e': 0.5585003688742262}",25,0,-62.44412566624366,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
234,False,"{'a': 0.25, 'e': 0.5571058618121739}",20,0,-28.883859260211537,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
235,False,"{'a': 0.25, 'e': 0.5557148366635714}",20,0,-43.12506593819878,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
236,False,"{'a': 0.25, 'e': 0.5543272847345071}",25,11,-12.943316050763084,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.25, 'e': 0.5529431973527766}",25,9,-39.59784756472213,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
238,False,"{'a': 0.25, 'e': 0.5515625658678298}",25,1,-25.8268031024903,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
239,False,"{'a': 0.25, 'e': 0.550185381650715}",20,9,-24.709549647647627,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
240,False,"{'a': 0.25, 'e': 0.5488116360940265}",20,14,9.228994850931961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.25, 'e': 0.54744132061185}",20,6,-12.279895799650555,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
242,False,"{'a': 0.25, 'e': 0.5460744266397094}",25,13,-73.39178590897554,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
243,False,"{'a': 0.25, 'e': 0.5447109456345129}",20,0,-45.46734526514519,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
244,False,"{'a': 0.25, 'e': 0.5433508690744998}",25,9,12.860811878400765,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.25, 'e': 0.5419941884591871}",20,8,4.258162463108198,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.25, 'e': 0.5406408953093166}",20,0,-8.306360622049208,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
247,False,"{'a': 0.25, 'e': 0.5392909811668016}",25,0,-61.89373987995474,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
248,False,"{'a': 0.25, 'e': 0.5379444375946745}",25,0,-63.432924850435015,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
249,False,"{'a': 0.25, 'e': 0.5366012561770334}",20,0,-58.20736204906977,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
250,False,"{'a': 0.25, 'e': 0.5352614285189903}",20,0,-93.18848980566354,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
251,False,"{'a': 0.25, 'e': 0.5339249462466177}",25,11,-34.33979779592851,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.25, 'e': 0.5325918010068972}",30,8,-15.063117888656963,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
253,False,"{'a': 0.25, 'e': 0.5312619844676667}",25,0,-73.65198076472495,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
254,False,"{'a': 0.25, 'e': 0.5299354883175685}",20,4,-21.66707700242331,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
255,False,"{'a': 0.25, 'e': 0.5286123042659973}",20,14,8.916292518326085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.25, 'e': 0.5272924240430485}",20,8,-2.960092119521913,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.25, 'e': 0.5259758393994666}",30,0,-133.0587001702213,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
258,False,"{'a': 0.25, 'e': 0.5246625421065929}",20,4,-46.55858205042871,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
259,False,"{'a': 0.25, 'e': 0.5233525239563153}",30,0,-76.23322633081966,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
260,False,"{'a': 0.25, 'e': 0.522045776761016}",25,0,-47.417651509607076,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
261,False,"{'a': 0.25, 'e': 0.520742292353521}",25,1,-83.18946855607668,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 1}",1
262,False,"{'a': 0.25, 'e': 0.5194420625870482}",25,0,-9.364717091982794,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
263,False,"{'a': 0.25, 'e': 0.5181450793351574}",25,7,-33.178137876221065,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
264,False,"{'a': 0.25, 'e': 0.5168513344916992}",20,11,-7.698549827290725,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.25, 'e': 0.5155608199707641}",25,0,-98.53853206404746,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
266,False,"{'a': 0.25, 'e': 0.5142735277066319}",20,0,-139.3749333992049,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
267,False,"{'a': 0.25, 'e': 0.5129894496537222}",20,0,-26.402877410210017,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
268,False,"{'a': 0.25, 'e': 0.5117085777865424}",20,0,-43.566064610870086,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
269,False,"{'a': 0.25, 'e': 0.5104309040996398}",25,0,-72.75176841819373,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
270,False,"{'a': 0.25, 'e': 0.5091564206075492}",25,0,-17.894351516897302,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
271,False,"{'a': 0.25, 'e': 0.5078851193447448}",20,12,-9.190551280327517,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.25, 'e': 0.5066169923655895}",25,0,-70.32648667434495,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
273,False,"{'a': 0.25, 'e': 0.5053520317442859}",20,0,-50.69605549968526,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
274,False,"{'a': 0.25, 'e': 0.5040902295748255}",35,0,-54.93260802399933,"{0: 25, 1: 1, 2: 9, 3: 0, 4: 0}",0
275,False,"{'a': 0.25, 'e': 0.5028315779709409}",20,0,-45.82165882397263,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
276,False,"{'a': 0.25, 'e': 0.5015760690660555}",20,10,14.639738490854853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.25, 'e': 0.5003236950132345}",25,14,-33.99216086019005,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.25, 'e': 0.49907444798513595}",20,3,-12.664883794194592,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
279,False,"{'a': 0.25, 'e': 0.49782832017396195}",20,0,-47.57938286873697,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
280,False,"{'a': 0.25, 'e': 0.49658530379140947}",25,11,-13.050096473965263,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
281,False,"{'a': 0.25, 'e': 0.4953453910686223}",35,0,-75.59203894199497,"{0: 25, 1: 2, 2: 6, 3: 2, 4: 0}",0
282,False,"{'a': 0.25, 'e': 0.4941085742561417}",25,0,-97.81709919254399,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
283,False,"{'a': 0.25, 'e': 0.4928748456238586}",25,9,-50.716165793540746,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
284,False,"{'a': 0.25, 'e': 0.4916441974609651}",25,0,-64.3049665991177,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
285,False,"{'a': 0.25, 'e': 0.49041662207590614}",25,0,-26.06172013758035,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
286,False,"{'a': 0.25, 'e': 0.48919211179633154}",20,0,-29.801931649235147,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
287,False,"{'a': 0.25, 'e': 0.48797065896904807}",20,15,-2.870302642491469,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.25, 'e': 0.4867522559599717}",30,5,21.449096811836426,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.25, 'e': 0.48553689515407944}",20,13,15.584278205811557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.25, 'e': 0.48432456895536247}",20,0,-64.44532126692141,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
291,False,"{'a': 0.25, 'e': 0.48311526978677805}",20,0,-113.77365929617741,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
292,False,"{'a': 0.25, 'e': 0.48190899009020244}",30,0,-56.55941247965553,"{0: 24, 1: 1, 2: 2, 3: 3, 4: 0}",0
293,False,"{'a': 0.25, 'e': 0.4807057223263836}",20,0,-30.738634892260635,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
294,False,"{'a': 0.25, 'e': 0.4795054589748941}",25,0,-4.253832995236887,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
295,False,"{'a': 0.25, 'e': 0.4783081925340841}",25,6,-12.40395311436786,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
296,False,"{'a': 0.25, 'e': 0.4771139155210344}",20,16,8.323077052968125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.25, 'e': 0.4759226204715098}",25,11,-30.727811909619064,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.25, 'e': 0.4747342999399124}",20,9,11.322900956438223,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.25, 'e': 0.47354894649923496}",25,0,-132.98207108045003,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
300,False,"{'a': 0.25, 'e': 0.4723665527410147}",30,17,-33.37648087026356,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.25, 'e': 0.4711871112752867}",25,8,-23.907223022570925,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.25, 'e': 0.47001061473053796}",25,0,-93.96676381541178,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
303,False,"{'a': 0.25, 'e': 0.46883705575366125}",25,4,7.361867494812266,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
304,False,"{'a': 0.25, 'e': 0.46766642700990924}",30,16,-0.4752250709983592,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.25, 'e': 0.4664987211828483}",25,2,-109.43185360429332,"{0: 17, 1: 0, 2: 2, 3: 2, 4: 2}",1
306,False,"{'a': 0.25, 'e': 0.4653339309743134}",30,10,-9.25905356483912,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
307,False,"{'a': 0.25, 'e': 0.4641720491043618}",30,0,-48.74949424731598,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
308,False,"{'a': 0.25, 'e': 0.46301306831122807}",20,0,-7.151945942487343,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
309,False,"{'a': 0.25, 'e': 0.4618569813512785}",30,10,-41.278014935682634,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
310,False,"{'a': 0.25, 'e': 0.4607037809989658}",20,4,-6.222064853301324,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
311,False,"{'a': 0.25, 'e': 0.4595534600467841}",30,4,-93.70812254596026,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 2}",1
312,False,"{'a': 0.25, 'e': 0.4584060113052235}",20,0,-48.43743028856463,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
313,False,"{'a': 0.25, 'e': 0.4572614276027259}",20,11,0.8110872033667376,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.25, 'e': 0.4561197017856392}",30,1,-50.442772394590776,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 1}",1
315,False,"{'a': 0.25, 'e': 0.4549808267181735}",30,19,1.1151577088131956,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.25, 'e': 0.45384479528235583}",20,0,-8.218000217223038,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
317,False,"{'a': 0.25, 'e': 0.452711600377986}",20,0,-61.321909220074765,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
318,False,"{'a': 0.25, 'e': 0.4515812349225922}",20,1,5.6917000160698965,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.25, 'e': 0.45045369185138673}",25,0,-57.634840842378914,"{0: 17, 1: 4, 2: 2, 3: 2, 4: 0}",0
320,False,"{'a': 0.25, 'e': 0.44932896411722156}",25,16,-40.561846861985316,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 0}",1
321,False,"{'a': 0.25, 'e': 0.44820704469054484}",20,6,-19.168312714000923,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
322,False,"{'a': 0.25, 'e': 0.4470879265593564}",25,0,-82.56844034102198,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
323,False,"{'a': 0.25, 'e': 0.4459716027291644}",30,8,39.90512754003743,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.25, 'e': 0.4448580662229411}",30,0,-138.52066989993938,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
325,False,"{'a': 0.25, 'e': 0.44374731008107987}",25,0,-124.4600090673109,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
326,False,"{'a': 0.25, 'e': 0.4426393273613511}",25,0,-48.70264196006097,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
327,False,"{'a': 0.25, 'e': 0.4415341111388592}",20,3,-18.745708434146035,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
328,False,"{'a': 0.25, 'e': 0.44043165450599925}",35,0,-38.45190864489071,"{0: 30, 1: 2, 2: 1, 3: 1, 4: 1}",0
329,False,"{'a': 0.25, 'e': 0.43933195057241364}",30,19,8.732571394420692,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.25, 'e': 0.4382349924649492}",20,0,-49.19455964401622,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
331,False,"{'a': 0.25, 'e': 0.43714077332761425}",25,11,24.55404857311163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.25, 'e': 0.43604928632153556}",20,0,-33.46529278954922,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
333,False,"{'a': 0.25, 'e': 0.43496052462491586}",20,8,7.425266178146361,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.25, 'e': 0.4338744814329909}",25,0,-51.70067525242595,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
335,False,"{'a': 0.25, 'e': 0.43279114995798723}",25,8,-91.12895083904485,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 2}",1
336,False,"{'a': 0.25, 'e': 0.43171052342907973}",25,0,-15.22496867633532,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
337,False,"{'a': 0.25, 'e': 0.43063259509234886}",30,2,-42.66676775015481,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 2}",1
338,False,"{'a': 0.25, 'e': 0.42955735821073915}",30,4,13.417382614042108,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.25, 'e': 0.42848480606401657}",35,19,0.031773364829302375,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.25, 'e': 0.4274149319487267}",20,0,6.188564624577079,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.25, 'e': 0.4263477291781528}",25,17,16.079670377499397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.25, 'e': 0.42528319108227414}",25,2,0.7029639079715742,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
343,False,"{'a': 0.25, 'e': 0.4242213110077241}",25,11,17.618286475315678,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.25, 'e': 0.4231620823177488}",25,15,-5.341981375925356,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
345,False,"{'a': 0.25, 'e': 0.4221054983921655}",20,1,-5.435041729392071,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
346,False,"{'a': 0.25, 'e': 0.4210515526273212}",20,15,7.637168179295681,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.25, 'e': 0.42000023843605133}",25,17,-9.48298834378221,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.25, 'e': 0.418951549247639}",20,0,-0.5089397532781175,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
349,False,"{'a': 0.25, 'e': 0.41790547850777315}",20,4,-61.75481018496862,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
350,False,"{'a': 0.25, 'e': 0.4168620196785084}",20,7,-6.166730685094239,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.25, 'e': 0.41582116623822357}",20,0,30.75655186119173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.25, 'e': 0.4147829116815814}",25,4,23.369549363486655,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.25, 'e': 0.4137472495194873}",20,0,6.762515667614803,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
354,False,"{'a': 0.25, 'e': 0.4127141732790497}",25,2,41.571002599382744,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.25, 'e': 0.41168367650353843}",25,0,-7.949988659216408,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
356,False,"{'a': 0.25, 'e': 0.4106557527523455}",25,0,-170.5055982705851,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
357,False,"{'a': 0.25, 'e': 0.409630395600944}",35,16,-11.711048684937388,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
358,False,"{'a': 0.25, 'e': 0.40860759864084845}",25,1,-99.76264113437412,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 2}",1
359,False,"{'a': 0.25, 'e': 0.40758735547957453}",20,0,23.68033729951222,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.25, 'e': 0.4065696597405991}",20,11,6.878134643714821,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.25, 'e': 0.4055545050633206}",25,0,17.234308073601408,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.25, 'e': 0.4045418851030188}",25,0,-3.3523487302181287,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
363,False,"{'a': 0.25, 'e': 0.4035317935308158}",20,0,-2.1979498270015827,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
364,False,"{'a': 0.25, 'e': 0.40252422403363597}",20,16,8.156290293745492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.25, 'e': 0.4015191703141667}",30,3,23.846229035874714,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
366,False,"{'a': 0.25, 'e': 0.4005166260908188}",25,14,9.237721347251313,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
