trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.25, 'e': 0.2522082862809464}",35,18,2.346502683023072,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
552,False,"{'a': 0.25, 'e': 0.25157855305975646}",20,0,-65.43048770005701,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
553,False,"{'a': 0.25, 'e': 0.2509503922053422}",35,28,13.999468158422001,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.25, 'e': 0.2503237997916961}",25,13,8.570392676496068,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.25, 'e': 0.24969877190261355}",25,13,-21.849698999517116,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
556,False,"{'a': 0.25, 'e': 0.24907530463166816}",30,20,18.145681212788812,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.25, 'e': 0.24845339408218756}",25,0,44.832933608752484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.25, 'e': 0.24783303636722875}",30,15,6.293609691065852,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
559,False,"{'a': 0.25, 'e': 0.24721422760955397}",25,2,13.437478009657998,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.25, 'e': 0.24659696394160643}",25,6,6.035529307439695,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
561,False,"{'a': 0.25, 'e': 0.24598124150548634}",20,0,22.286779839947798,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.25, 'e': 0.24536705645292634}",25,9,17.737107576345686,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.25, 'e': 0.2447544049452679}",20,1,-22.01115063704235,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
564,False,"{'a': 0.25, 'e': 0.2441432831534371}",25,12,11.46463204237401,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.25, 'e': 0.24353368725792068}",25,0,15.06908841333236,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
566,False,"{'a': 0.25, 'e': 0.24292561344874244}",20,10,4.539681253851506,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.25, 'e': 0.24231905792543904}",30,20,6.7746263999921235,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.25, 'e': 0.24171401689703645}",35,16,-11.414255423303342,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
569,False,"{'a': 0.25, 'e': 0.24111048658202627}",35,9,-8.118345632590339,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 0}",1
570,False,"{'a': 0.25, 'e': 0.24050846320834213}",25,17,13.84155906305264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.25, 'e': 0.23990794301333596}",25,9,14.441139888665278,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.25, 'e': 0.23930892224375455}",20,5,28.79155462264463,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.25, 'e': 0.23871139715571613}",25,3,24.255597310285893,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.25, 'e': 0.23811536401468703}",20,0,4.996660385352073,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
575,False,"{'a': 0.25, 'e': 0.23752081909545814}",20,10,12.556011544438757,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.25, 'e': 0.23692775868212176}",25,13,13.99850116890167,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.25, 'e': 0.23633617906804838}",25,5,21.642091524369295,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.25, 'e': 0.23574607655586352}",35,0,11.003590719503094,"{0: 31, 1: 1, 2: 3, 3: 0, 4: 0}",0
579,False,"{'a': 0.25, 'e': 0.23515744745742453}",20,0,-22.245166710241627,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
580,False,"{'a': 0.25, 'e': 0.23457028809379765}",20,2,13.72658624512724,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.25, 'e': 0.2339845947952349}",20,14,-30.87027172374519,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
582,False,"{'a': 0.25, 'e': 0.23340036390115132}",20,0,-4.626640559856664,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
583,False,"{'a': 0.25, 'e': 0.2328175917601019}",20,13,16.11830352452305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.25, 'e': 0.23223627472975883}",30,17,7.996102741630941,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.25, 'e': 0.23165640917688876}",20,10,20.485953514598663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.25, 'e': 0.23107799147733019}",30,18,-27.78092526703592,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
587,False,"{'a': 0.25, 'e': 0.23050101801597056}",30,21,-9.13304872732332,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.25, 'e': 0.22992548518672384}",20,10,-6.3380668814098735,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
589,False,"{'a': 0.25, 'e': 0.22935138939250801}",25,0,7.330824185529512,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
590,False,"{'a': 0.25, 'e': 0.22877872704522242}",25,6,-35.75154891836959,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
591,False,"{'a': 0.25, 'e': 0.22820749456572564}",25,7,-2.2221240995133056,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
592,False,"{'a': 0.25, 'e': 0.22763768838381274}",30,5,4.3556199652021155,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
593,False,"{'a': 0.25, 'e': 0.22706930493819327}",20,0,22.753235461637402,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.25, 'e': 0.22650234067646874}",35,19,7.008462910353504,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
595,False,"{'a': 0.25, 'e': 0.22593679205511083}",30,1,6.308201766002358,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 0}",1
596,False,"{'a': 0.25, 'e': 0.22537265553943872}",20,4,-12.204215805643766,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.25, 'e': 0.2248099276035974}",20,9,-13.398017166473817,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
598,False,"{'a': 0.25, 'e': 0.22424860473053532}",25,14,10.703130776505315,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.25, 'e': 0.22368868341198284}",20,8,-4.6153602405081,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
600,False,"{'a': 0.25, 'e': 0.22313016014842982}",20,8,23.84181579380691,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.25, 'e': 0.2225730314491041}",25,14,22.66476664774407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.25, 'e': 0.22201729383194937}",20,8,21.04603181473195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.25, 'e': 0.22146294382360387}",25,0,-10.779836181206559,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
604,False,"{'a': 0.25, 'e': 0.2209099779593782}",25,11,-3.0363496216904746,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
605,False,"{'a': 0.25, 'e': 0.22035839278323385}",25,8,7.306291715130952,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
606,False,"{'a': 0.25, 'e': 0.21980818484776168}",25,2,-47.05645283897181,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
607,False,"{'a': 0.25, 'e': 0.21925935071416036}",20,2,-2.4589848911478125,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.25, 'e': 0.21871188695221475}",20,8,11.06749937840904,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
609,False,"{'a': 0.25, 'e': 0.21816579014027454}",25,13,23.111043439044607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.25, 'e': 0.21762105686523284}",20,0,17.654001119222958,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.25, 'e': 0.217077683722505}",25,0,-16.780798787475216,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
612,False,"{'a': 0.25, 'e': 0.21653566731600707}",25,0,-2.7434385563059918,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
613,False,"{'a': 0.25, 'e': 0.2159950042581347}",20,0,28.47069075038599,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.25, 'e': 0.21545569116974203}",20,0,-12.182498756547073,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
615,False,"{'a': 0.25, 'e': 0.21491772468012055}",30,3,-19.671340354227183,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
616,False,"{'a': 0.25, 'e': 0.21438110142697794}",30,6,35.45676769395827,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.25, 'e': 0.21384581805641711}",20,13,13.332720363740158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.25, 'e': 0.21331187122291523}",25,16,14.022363860165294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.25, 'e': 0.21277925758930283}",20,6,-43.00019525339488,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
620,False,"{'a': 0.25, 'e': 0.21224797382674304}",30,15,-77.55384322707692,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
621,False,"{'a': 0.25, 'e': 0.2117180166147106}",30,11,32.50412507551919,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.25, 'e': 0.21118938264097117}",20,8,10.066597076665808,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.25, 'e': 0.21066206860156067}",25,5,9.14442226198234,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.25, 'e': 0.21013607120076472}",25,0,13.118497497021794,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
625,False,"{'a': 0.25, 'e': 0.2096113871510978}",20,9,11.932704608203261,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.25, 'e': 0.20908801317328293}",20,0,-8.935866056515017,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
627,False,"{'a': 0.25, 'e': 0.20856594599623096}",25,12,23.8232093156512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.25, 'e': 0.20804518235702046}",20,13,14.567836469484899,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.25, 'e': 0.2075257190008769}",25,13,-7.613809644878757,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
630,False,"{'a': 0.25, 'e': 0.20700755268115265}",20,16,7.408403751493174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.25, 'e': 0.20649068015930644}",25,7,7.652772130468141,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
632,False,"{'a': 0.25, 'e': 0.20597509820488344}",30,14,-11.349275686948339,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
633,False,"{'a': 0.25, 'e': 0.20546080359549473}",30,0,13.419032553798008,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
634,False,"{'a': 0.25, 'e': 0.2049477931167973}",25,10,12.343013594778117,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.25, 'e': 0.20443606356247396}",20,2,-33.26610837407363,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
636,False,"{'a': 0.25, 'e': 0.20392561173421342}",30,23,12.856015525982903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.25, 'e': 0.20341643444169002}",20,0,-7.905987125799936,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
638,False,"{'a': 0.25, 'e': 0.20290852850254407}",20,1,14.720641906503875,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
639,False,"{'a': 0.25, 'e': 0.2024018907423617}",20,0,-6.603079718489862,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
640,False,"{'a': 0.25, 'e': 0.20189651799465538}",25,0,15.419721913853568,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
641,False,"{'a': 0.25, 'e': 0.20139240710084375}",35,12,38.377031285349304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.25, 'e': 0.20088955491023208}",25,0,7.226774874709242,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
643,False,"{'a': 0.25, 'e': 0.20038795827999253}",25,3,-0.702387027604062,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
644,False,"{'a': 0.25, 'e': 0.1998876140751445}",20,0,2.964154244750815,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
645,False,"{'a': 0.25, 'e': 0.19938851916853514}",20,14,8.910516458939167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.25, 'e': 0.19889067044081962}",20,10,-22.051629763320815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
647,False,"{'a': 0.25, 'e': 0.19839406478044183}",35,18,34.46571643737894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.25, 'e': 0.19789869908361465}",25,17,14.405451456172527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.25, 'e': 0.19740457025430103}",20,9,9.95006553912569,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.25, 'e': 0.19691167520419406}",25,0,12.8619155749396,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
651,False,"{'a': 0.25, 'e': 0.1964200108526981}",25,4,22.078221805393092,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
652,False,"{'a': 0.25, 'e': 0.19592957412690934}",30,3,-29.816484802810898,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
653,False,"{'a': 0.25, 'e': 0.19544036196159667}",20,0,29.07168059746046,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
654,False,"{'a': 0.25, 'e': 0.1949523712991825}",25,17,17.565942578223368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.25, 'e': 0.19446559908972355}",25,0,-8.407555581736922,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
656,False,"{'a': 0.25, 'e': 0.19398004229089189}",20,3,-43.76184212656627,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
657,False,"{'a': 0.25, 'e': 0.19349569786795603}",20,0,-22.399926920970486,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
658,False,"{'a': 0.25, 'e': 0.19301256279376172}",25,12,2.103273750367449,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.25, 'e': 0.19253063404871315}",25,14,19.705803538469127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.25, 'e': 0.19204990862075408}",20,10,19.873189975968593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.25, 'e': 0.1915703835053491}",25,15,9.857416749178071,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.25, 'e': 0.19109205570546464}",20,0,30.618993981789295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.25, 'e': 0.19061492223155038}",20,5,11.094436198840507,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
664,False,"{'a': 0.25, 'e': 0.1901389801015205}",20,0,4.212138286584359,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
665,False,"{'a': 0.25, 'e': 0.18966422634073524}",30,14,27.773067784778853,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.25, 'e': 0.18919065798198204}",25,1,26.131082973421137,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.25, 'e': 0.18871827206545705}",20,3,17.3545987206809,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.25, 'e': 0.1882470656387468}",20,12,14.08440406475775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.25, 'e': 0.1877770357568095}",20,8,-19.864541124703056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
670,False,"{'a': 0.25, 'e': 0.18730817948195702}",20,8,8.783880877698111,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.25, 'e': 0.186840493883836}",20,10,17.018178801786874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.25, 'e': 0.18637397603940997}",20,7,1.873530609102582,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
673,False,"{'a': 0.25, 'e': 0.18590862303294084}",25,0,11.585826989557185,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
674,False,"{'a': 0.25, 'e': 0.18544443195597088}",20,10,11.771631108817047,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.25, 'e': 0.18498139990730428}",20,10,-23.67143934485823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
676,False,"{'a': 0.25, 'e': 0.18451952399298926}",30,8,-5.6870387070141675,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
677,False,"{'a': 0.25, 'e': 0.18405880132629984}",20,15,8.695801585780275,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.25, 'e': 0.18359922902771786}",25,10,15.383301714345338,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.25, 'e': 0.18314080422491497}",20,12,-5.390843960903377,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.25, 'e': 0.18268352405273466}",20,9,-5.629379534725595,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
681,False,"{'a': 0.25, 'e': 0.1822273856531743}",20,10,12.283436229029993,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.25, 'e': 0.1817723861753675}",25,2,-14.364452586975048,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
683,False,"{'a': 0.25, 'e': 0.181318522775566}",25,3,19.15218913397559,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.25, 'e': 0.1808657926171221}",20,8,10.795633885484863,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.25, 'e': 0.18041419287047075}",25,13,9.813843900500917,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.25, 'e': 0.17996372071311217}",25,9,-22.013823596732706,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.25, 'e': 0.17951437332959386}",20,6,23.382969031391568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.25, 'e': 0.17906614791149322}",25,9,21.806356888195072,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.25, 'e': 0.1786190416573999}",20,6,7.044026364895963,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.25, 'e': 0.1781730517728984}",25,3,-19.016995917268574,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
691,False,"{'a': 0.25, 'e': 0.1777281754705505}",25,18,0.9993171610625606,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.25, 'e': 0.17728440996987782}",20,4,3.3532410456407886,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
693,False,"{'a': 0.25, 'e': 0.17684175249734455}",20,10,19.150885113343726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.25, 'e': 0.17640020028634}",20,8,-55.208796713838495,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
695,False,"{'a': 0.25, 'e': 0.17595975057716148}",20,6,28.299590762302373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.25, 'e': 0.17552040061699686}",30,8,-21.455545670800745,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
697,False,"{'a': 0.25, 'e': 0.17508214765990748}",20,11,5.064299510155582,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
698,False,"{'a': 0.25, 'e': 0.17464498896681085}",20,7,24.276641924899653,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.25, 'e': 0.1742089218054638}",25,20,11.113181771818068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.25, 'e': 0.17377394345044514}",20,8,-1.5130014358361592,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 0.25, 'e': 0.1733400511831387}",25,13,22.116047064816783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.25, 'e': 0.17290724229171636}",25,0,28.205781444307714,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
703,False,"{'a': 0.25, 'e': 0.17247551407112124}",35,0,-46.95462939149383,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 2}",0
704,False,"{'a': 0.25, 'e': 0.17204486382305054}",20,0,2.3169042813574947,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
705,False,"{'a': 0.25, 'e': 0.17161528885593874}",25,0,27.96420784725524,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
706,False,"{'a': 0.25, 'e': 0.1711867864849409}",20,7,22.32657004917888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.25, 'e': 0.1707593540319159}",25,0,13.380676181736986,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
708,False,"{'a': 0.25, 'e': 0.17033298882540943}",20,8,-1.438388256058653,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
709,False,"{'a': 0.25, 'e': 0.1699076882006376}",30,9,27.607149976238865,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.25, 'e': 0.16948344949947006}",35,18,-5.000963005343449,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,False,"{'a': 0.25, 'e': 0.16906027007041366}",20,10,7.251926451356553,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.25, 'e': 0.1686381472685955}",25,0,27.42107099395166,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.25, 'e': 0.16821707845574674}",20,9,19.289444829481926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.25, 'e': 0.16779706100018585}",25,13,-7.783617336306342,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
715,False,"{'a': 0.25, 'e': 0.16737809227680248}",25,0,-73.7337052536627,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
716,False,"{'a': 0.25, 'e': 0.1669601696670407}",30,0,41.33883559783979,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.25, 'e': 0.1665432905588828}",20,16,8.949947554516278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.25, 'e': 0.16612745234683307}",25,16,-26.504743802126292,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
719,False,"{'a': 0.25, 'e': 0.16571265243190123}",30,4,33.2834889985739,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.25, 'e': 0.16529888822158653}",20,11,16.701426292304955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.25, 'e': 0.16488615712986132}",30,3,43.33084028815324,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.25, 'e': 0.1644744565771549}",25,16,2.731789201577679,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.25, 'e': 0.16406378399033747}",20,5,20.454425039458403,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.25, 'e': 0.16365413680270405}",30,19,8.920166264643342,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.25, 'e': 0.1632455124539584}",20,3,14.179022757503539,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.25, 'e': 0.16283790839019696}",20,0,19.780601389422834,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
727,False,"{'a': 0.25, 'e': 0.16243132206389302}",25,4,22.67556875801714,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.25, 'e': 0.16202575093388075}",25,9,24.835175459094106,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.25, 'e': 0.16162119246533926}",25,14,-1.7755217172799709,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
730,False,"{'a': 0.25, 'e': 0.16121764412977677}",25,0,21.18561165203409,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
731,False,"{'a': 0.25, 'e': 0.16081510340501487}",25,18,12.522978936106144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.25, 'e': 0.16041356777517274}",30,1,10.546600565047479,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.25, 'e': 0.16001303473065143}",20,13,7.507461607858652,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.25, 'e': 0.15961350176811803}",25,8,-23.624679960660163,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
735,False,"{'a': 0.25, 'e': 0.15921496639049024}",20,8,21.613799073159207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
